SMILEScsa,VoltageCSA
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C=C(C)c2ccc(c3c12)cccc3,2.737675284
N#Cc1c(C#N)c(C#N)c(C#N)c2/C(=N/S(=O)(=O)C)C(=N\S(=O)(=O)C)\c(c3c12)cc(C#N)c(C#N)c3C#N,3.708012039
CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c2c1cc(N)c(c23)c(N)ccc3N,2.368939045
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(c2N)c1cc(c23)c(N)ccc3N,2.344535861
CS(=O)(=O)/N=C(C1F)/C(=N\S(=O)(=O)C)C(F)=c(c2)c=1cc(c23)c(F)ccc3F,3.484867674
Cc1c(C)ccc(c12)C(C)=CC(=N/S(=O)(=O)C)\C\2=N\S(=O)(=O)C,2.383622316
Cc1c(C)cc(C)c(c12)c3c(cc2C)/C(=N/S(=O)(=O)C)C(\C(C)=C3C)=N\S(=O)(=O)C,2.572023165
COc1cc(OC)cc2ccc(c3c12)/C(=N/S(=O)(=O)C)C=C(OC)C\3=N/S(=O)(=O)C,2.423742804
CS(=O)(=O)\N=C(C=C1)\C(=N/S(=O)(=O)C)\c(cc2C#N)c1c(c23)cc(C#N)cc3,3.207126357
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(N)=Cc2cc(N)c(c3c12)cc(N)cc3,2.391274162
CS(=O)(=O)/N=C1\C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)c(c(C#N)c2C#N)c1c(c23)cccc3C#N,3.673888943
c1cc(C#N)cc(c12)c=3c(c(C#N)c2C#N)=CC(=N\S(=O)(=O)C)\C(C3)=N\S(=O)(=O)C,3.665203064
COc1c(OC)c(OC)c(OC)c2ccc(c=3c12)=CC(=N\S(=O)(=O)C)\C(\C3OC)=N\S(=O)(=O)C,2.784620391
CS(=O)(=O)\N=C\1C=CC(=N/S(=O)(=O)C)\c(c12)cc(N)c(N)c2N,2.495711515
CS(=O)(=O)\N=C\1/C(=N/S(=O)(=O)C)C(Cl)=Cc(c1c23)c(Cl)cc2c(Cl)c(Cl)cc3Cl,3.011694082
CS(=O)(=O)\N=C(C(F)=C1F)\C(=N/S(=O)(=O)C)\c2cc(F)c(c3c12)ccc(F)c3,2.97612334
COC(=C1)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c2OC)c1cc(c23)cc(OC)cc3OC,2.438219269
CS(=O)(=O)/N=C(C1Cl)/C(=N\S(=O)(=O)C)C(Cl)=c(c2Cl)c=1cc(c23)c(Cl)c(Cl)c(Cl)c3Cl,3.52209287
CC1=C(C)/C(=N\S(=O)(=O)C)C(=N/S(=O)(=O)C)\c(c2)c1cc(c23)cc(C)cc3C,2.45848632
N#Cc1c(C#N)ccc(c2C#N)c1cc(c23)C=CC(=N/S(=O)(=O)C)\C\3=N/S(=O)(=O)C,3.173830488
Cc1c(C)c(C)cc(c2C)c1cc(c23)C(=N\S(=O)(=O)C)\C(C)=CC\3=N/S(=O)(=O)C,2.421674738
N#Cc1c(C#N)ccc2ccc(c3c12)C(C#N)=C(C#N)/C(=N\S(=O)(=O)C)C\3=N/S(=O)(=O)C,3.644729207
COC1=C(OC)C(=N/S(=O)(=O)C)\C(=N/S(=O)(=O)C)\c(c1c23)c(OC)cc2cccc3OC,2.683491944
Cc1c(C)c(C)cc(c12)/C(=N/S(=O)(=O)C)C=CC\2=N/S(=O)(=O)C,2.619381886
CS(=O)(=O)\N=C(C(=C1)N)\C(=N/S(=O)(=O)C)\c(c2N)c1cc(c23)c(N)cc(N)c3N,2.196669114
CS(=O)(=O)/N=C(\C=1C#N)C(=N/S(=O)(=O)C)\C(C#N)=c2ccc(c3c12)ccc(C#N)c3,3.710493719
